logP,apKa1,apKa2,bpKa1,bpKa2,SMILES
1.98,4.12,NA,-4.82,NA,COC1=CC=C(C=CC(O)=O)C=C1
1.98,4.15,NA,-4.84,NA,COC1=CC=CC=C1C=CC(O)=O
1.53,2.95,9.28,-6.28,-6.3,OC(=O)/C=C\C1=CC=C(O)C(O)=C1
1.32,4.14,NA,-4.61,-5.34,COC1=CC=C(C=C1OC)C(O)=O
1.67,3.58,9.98,-4.89,-5.09,COC1=CC(/C=C/C(O)=O)=CC=C1O
1.01,3.93,9.55,-4.61,-5.24,COC1=CC(=CC(OC)=C1O)C(O)=O
1.66,3.72,NA,-4.45,-5.01,COC1=CC(C=CC(O)=O)=CC(OC)=C1OC
2.16,3.18,8.91,-3.23,-3.59,O[C@H]1[C@H](O)C[C@](C[C@H]1OC(=O)/C=C/C2=CC=C(O)C(O)=C2)(OC(=O)/C=C/C3=CC=C(O)C(O)=C3)C(=O)O
2.16,3.31,8.91,-3.25,-4.02,O=C(O[C@@H]1[C@H](O)C[C@](O)(C[C@H]1OC(=O)/C=C/C2=CC=C(O)C(O)=C2)C(=O)O)/C=C/C3=CC=C(O)C(O)=C3
2.16,3.28,8.91,-3.6,-4.03,O[C@H]1[C@@H](C[C@@](O)(C[C@H]1OC(=O)/C=C/C2=CC=C(O)C(O)=C2)C(=O)O)OC(=O)/C=C/C3=CC=C(O)C(O)=C3
-1.32,2.87,3.46,3.99,-2.77,O=C(NC(CCC(=O)O)C(=O)O)C1=CC=C[NH+]=C1
-4.06,2.79,3.48,-2.14,NA,O=C(NC(CCC(=O)O)C(=O)O)C1=CC=C[N+](CC)=C1
-3.54,2.75,3.46,-2.14,NA,O=C(NC(CCC(=O)O)C(=O)O)C1=CC=C[N+](CCC)=C1
-3.1,2.75,3.46,-2.14,NA,O=C(NC(CCC(=O)O)C(=O)O)C1=CC=C[N+](CCCC)=C1
0.74,3.33,4.12,-1.23,NA,O=C(NC(CCC(=O)O)C(=O)O)[13C]1=[13CH][13CH]=[13CH][13CH]=[13CH]1
-2.52,3.08,14.02,10.21,3.77,O=C(NC(CCCCN)C(=O)O)C1=CC=C[NH+]=C1
-6.43,3.03,12.88,10.2,-2.14,C[N+]1=CC=CC(=C1)C(=O)NC(CCCCN)C(=O)O
-6.08,3.11,12.86,10.2,-2.14,O=C(NC(CCCCN)C(=O)O)C1=CC=C[N+](CC)=C1
-5.55,3.03,12.86,10.2,-2.14,O=C(NC(CCCCN)C(=O)O)C1=CC=C[N+](CCC)=C1
-5.11,3.03,12.86,10.2,-2.14,O=C(NC(CCCCN)C(=O)O)C1=CC=C[N+](CCCC)=C1
-1.3,3.63,15.17,10.21,-1.23,O=C(NC(CCCCN)C(=O)O)[13C]1=[13CH][13CH]=[13CH][13CH]=[13CH]1
0.99,3.31,14.01,3.92,-2.9,O=C(O)C(NC(=O)C1=CC=C[NH+]=C1)CC2=CNC3=CC=CC=C32
-2.31,3.44,12.87,-2.3,NA,C[N+]1=CC=CC(=C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O
-1.95,3.5,12.86,-2.3,NA,CC[N+]1=CC=CC(=C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O
-1.43,3.43,12.86,-2.3,NA,CCC[N+]1=CC=CC(=C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O
-0.99,3.43,12.85,-2.3,NA,CCCC[N+]1=CC=CC(=C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)O
2.85,3.93,15.13,-1.34,NA,O=C(O)C(NC(=O)[13C]1=[13CH][13CH]=[13CH][13CH]=[13CH]1)CC2=CNC3=CC=CC=C32
